CD_TIP_PRC,NM_TIP_PRC
14690,"COBRAR FLAT ACC"
15579,"PEND NCIA ROF"
15580,"PEND NCIA DE DI"
15581,"CONTRATA«√O HEDGE"
15582,"VERIFICAR GASTOS LOCAIS"
16081,"PEND NCIA STI"
15989,"MENSAGEM DE BANQUEIRO FINIMP DIRETO/GAR"
21754,"MENSAGEM BANQUEIRO FINIMP REPASSE"
22488,"CARTA DE CR…DITO IMPORTA«√O"
22489,"FINIMP REPASSE"
16082,ACC/ACE
16083,FINIMP
16084,"EMPRESTIMO 4131"
16106,PROEX
22093,"CONTATO TELEF‘NICO"
23449,"GARANTIAS INTERNACIONAIS"
16959,ESTUDAR
17595,FORMALIZAR
17609,REGULARIZAR
17610,NEGOCIAR
17611,CONDUZIR
21562,TRIAGEM
21780,"VERIFICAR MENSAGEM BANQUEIRO"
21983,"AVISO DE VENCIMENTO"
21974,GDC
21989,"ESTOQUE - FINIMP REPASSE"
21990,"FINIMP REPASSE"
21991,"4.131 - EMPRESTIMO FINANCEIRO DIRETO"
21992,"FINIMP DIRETO"
22054,ESTUDO
22061,"FORMALIZAR INSTRUMENTO DE CR…DITO"
22062,"FORMALIZAR INSTRUMENTO DE CR…DITO"
22063,"FORMALIZAR INSTRUMENTO DE CR…DITO"
22244,"ACC / ACE  VENCIDO A 15 DIAS OU +"
23564,"FINIMP REPASSE"
23626,"FINIMP DIRETO - VINCENDO 15 DIAS"
22246,"ACC/ACE TRANSFERIDO PARA ESCAI/XER"
22870,"ESTOQUE - ACC TRANSFERIDO PARA ESCAI/XER"
22627,"FINIMP REPASSE"
22628,"ACC/ACE - CONCESS√O"
22629,"FINIMP DIRETO"
22630,"CARTA DE CR…DITO DE IMPORTA«√O"
22631,"ACC/ACE PRORROGA«√O"
22632,"EMPR…STIMO 4.131"
22633,"GARANTIAS INTERNACIONAIS"
22634,PPE
22997,"CONCESS√O DE ACC/ACE"
22804,"FINIMP REPASSE"
22805,"FINIMP DIRETO"
22869,"EMPR…STIMO 4.131"
22962,"CARTA DE CR…DITO DE IMPORTA«√O"
22996,ACC/ACE
22923,"SALDO ACC - DEMANDA GECOR"
22924,"ACC - GARANTIAS"
22925,"DRAFT - CARTA DE CREDITO IMPORTA«√O"
22974,"CARTA DE CR…DITO DE IMPORTA«√O"
22975,"GARANTIAS INTERNACIONAIS"
22976,"STAND BY"
22988,"4.131 - KYC E SWAP"
23006,"FINIMP REPASSE"
23008,"FINIMP REPASSE"
23131,ACC/ACE
23132,"ACC/ACE PRORROGA«√O"
23133,"CARTA DE CR…DITO DE IMPORTA«√O"
23134,"CONCESS√O DE ACC/ACE"
23135,"EMPR…STIMO 4.131"
23136,"FINIMP DIRETO"
23137,"FINIMP REPASSE"
23138,"GARANTIAS INTERNACIONAIS"
23139,PPE
23393,"FINIMP DIRETO"
23490,"FINIMP DIRETO"
23491,"FINIMP DIRETO"
24232,"FINIMP DIGITAL"
17597,FORMALIZAR
17615,ESTUDAR
17616,EMITIR
17617,REGULARIZAR
21781,"VERIFICAR MENSAGEM DE BANQUEIRO"
17596,FORMALIZAR
17618,ESTUDAR
17619,CONDUZIR
17620,REGULARIZAR
17621,EMITIR
21558,SOLICITA«√O
21559,SOLICITA«√O
21705,D+3
21708,GRT
13891,"ELETRO - BOLETO"
13894,ELETRO
13898,REBANHO
13899,SERVI«O
13900,"AUTOM”VEL - LICENCI¡VEL"
13901,"MOTO - LICENCI¡VEL"
13902,"MOTO - N√O LICENCI¡VEL"
13903,"VEÕCULOS PESADOS - LICENCI¡VEL"
13904,"TRATOR - N√O LICENCI¡VEL"
13905,"TRATOR - LICENCI¡VEL"
13906,"AERONAVE - N√O LICENCI¡VEL"
13907,"EMBARCA«√O - N√O LICENCI¡VEL"
13908,"M¡QUINA - N√O LICENCI¡VEL"
13971,CANCELAMENTO
13983,"APONTAMENTO BBC"
14108,"ANALISE APP"
14109,"PAGAMENTO APP"
14196,"FLEXIBILIZA«√O DA TABELA MOLICAR"
14292,"ALTERA«√O DE DADOS BANC¡RIOS"
14299,"FALECIMENTO DO CONSORCIADO"
14300,"ESTORNO DE PAGAMENTO"
21975,"FVC - FICHA DE VERIFICA«√O"
13892,"ELETRO - BOLETO"
13895,REBANHO
13909,SERVI«O
13910,"AUTOM”VEL - LICENCI¡VEL"
13911,"MOTO - LICENCI¡VEL"
13912,"MOTO - N√O LICENCI¡VEL"
13913,"VEÕCULOS PESADOS - LICENCI¡VEL"
13914,"TRATOR - N√O LICENCI¡VEL"
13915,"TRATOR - LICENCI¡VEL"
13916,"AERONAVE - N√O LICENCI¡VEL"
13917,"EMBARCA«√O - LICENCI¡VEL"
13918,"M¡QUINA - N√O LICENCI¡VEL"
13930,ELETRO
13893,"ELETRO - BOLETO"
13896,SERVI«O
13919,"ELETRO"
13920,REBANHO
13921,"AUTOM”VEL - LICENCI¡VEL"
13922,"MOTO - LICENCI¡VEL"
13923,"MOTO - N√O LICENCI¡VEL"
13924,"VEÕCULOS PESADOS - LICENCI¡VEL"
13925,"TRATOR - N√O LICENCI¡VEL"
13926,"TRATOR - LICENCI¡VEL"
13927,"AERONAVE - N√O LICENCI¡VEL"
13928,"EMBARCA«√O - N√O LICENCI¡VEL"
13929,"M¡QUINA - N√O LICENCI¡VEL"
14068,"IM”VEL"
14069,"AERONAVE - N√O LICENCI¡VEL"
14070,"AUTOM”VEL - LICENCI¡VEL"
14071,"EMBARCA«√O - N√O LICENCI¡VEL"
14072,"M¡QUINA - N√O LICENCI¡VEL"
14073," MOTO - LICENCI¡VEL"
14074,"TRATOR - N√O LICENCI¡VEL"
14075,"TRATOR - LICENCI¡VEL"
14076,"MOTO - N√O LICENCI¡VEL"
14077,"VEÕCULO PESADO - LICENCI¡VEL"
14228,"PORTAL PARCEIROS"
14229,"CESS√O DE DIREITOS"
14230,"PARCELAMENTO SEMESTRAL"
14231,"PARCELAMENTO ANUAL"
14232,"SUBSTITUI«√O DA GARANTIA"
16289,"BENS MOVEIS NAO LICENCIAVEIS"
16290,"BENS MOVEIS LICENCIAVEIS"
14233,"BENS M”VEIS RESSARCIMENTO DE DESPESAS"
14234,"IM”VEIS RESSARCIMENTO DE DESPESAS"
14353,"PARTILHA DE BENS"
17025,"INTERVENIENTE QUITANTE"
17026,"QUITACAO DE FINANCIAMENTO"
17027,RESSARCIMENTO
17028,"AQUISI«√O PJ"
17029,"CONSTRU«√O E REFORMA IM”VEL URBANO"
17030,"IM”VEL RURAL"
17031,"MAIS DE UMA CARTA DE CR…DITO"
17032,"PF FLUXO UNICO"
17033,"SUBSTITUI«√O DE GARANTIA"
21552,"AQUISI«√O SFH FLUXO ⁄NICO"
17034,"CANCELAMENTO RESERVA CARTA DE CR…DITO"
17035,"INTERVENIENTE QUITANTE"
17036,"QUITACAO DE FINANCIAMENTO"
17037,RESSARCIMENTO
17038,"AQUISI«√O PJ"
17039,"CONSTRU«√O E REFORMA IM”VEL URBANO"
17040,"IM”VEL RURAL"
17041,"MAIS DE UMA CARTA DE CR…DITO"
17042,"PF FLUXO UNICO"
17043,"SUBSTITUI«√O DE GARANTIA"
17044,"CONSTRU«√O E REFORMA IMOV…L RURAL"
22038,"FVC - FICHA DE VERIFICA«√O"
17045,"CONSTRU«√O E REFORMA IMOV…L RURAL"
17046,"INTERVENIENTE QUITANTE"
17047,"QUITACAO DE FINANCIAMENTO"
17048,RESSARCIMENTO
17049,"AQUISI«√O PJ"
17050,"CONSTRU«√O E REFORMA IM”VEL URBANO"
17051,"IM”VEL RURAL"
17052,"MAIS DE UMA CARTA DE CR…DITO"
17053,"PF FLUXO UNICO"
17054,"SUBSTITUI«√O DE GARANTIA"
17055,"CONSTRU«√O E REFORMA IM”VEL RURAL"
17056,"AQUISI«√O COTA CONTEMPLADA QUITADA MENOS 180 DIAS"
22037,"FVC - FICHA DE VERIFICA«√O"
22046,"AQUISI«√O SFH FLUXO ⁄NICO"
22048,"AQUISI«√O SFH FLUXO ⁄NICO"
17562,PARCEIRO/COBAN
17622,CLIENTE
17623,AG NCIA
17624,"AERONAVE - N√O LICENCI¡VEL"
17625,"AUTOM”VEL - LICENCI¡VEL"
17626,ELETRO
17627,"ELETRO - BOLETO"
17628,"EMBARCA«√O - N√O LICENCI¡VEL"
17629,"M¡QUINA - N√O LICENCI¡VEL"
17630,"MOTO - LICENCI¡VEL"
17631,"MOTO - N√O LICENCI¡VEL"
17632,REBANHO
17633,SERVI«O
17634,"TRATOR - LICENCI¡VEL"
17635,"TRATOR - N√O LICENCI¡VEL"
17636,"VEÕCULOS PESADOS - LICENCI¡VEL"
22039,"FVC - FICHA DE VERIFICA«√O"
17637,"AERONAVE - N√O LICENCI¡VEL"
17638,"AUTOM”VEL - LICENCI¡VEL"
17639,"ELETRO"
17640,"ELETRO - BOLETO"
17641,"EMBARCA«√O - N√O LICENCI¡VEL"
17642,"M¡QUINA - N√O LICENCI¡VEL"
17643,"MOTO - LICENCI¡VEL"
17644,"MOTO - N√O LICENCI¡VEL"
17645,REBANHO
17646,SERVI«O
17647,"TRATOR - LICENCI¡VEL"
17648,"TRATOR - N√O LICENCI¡VEL"
17649,"VEÕCULOS PESADOS - LICENCI¡VEL"
22040,"FVC - FICHA DE VERIFICA«√O"
17650,"AERONAVE - N√O LICENCI¡VEL"
17651,"AUTOM”VEL - LICENCI¡VEL"
17652,"ELETRO"
17653,"ELETRO - BOLETO"
17654,"EMBARCA«√O - N√O LICENCI¡VEL"
17655,"M¡QUINA - N√O LICENCI¡VEL"
17656,"MOTO - LICENCI¡VEL"
17657,"MOTO - N√O LICENCI¡VEL"
17658,REBANHO
17659,SERVI«O
17660,"TRATOR - LICENCI¡VEL"
17661,"TRATOR - N√O LICENCI¡VEL"
17662,"VEÕCULOS PESADOS - LICENCI¡VEL"
22041,"FVC - FICHA DE VERIFICA«√O"
17663,"AERONAVE - N√O LICENCI¡VEL"
17664,"AUTOM”VEL - LICENCI¡VEL"
17665,"ELETRO"
17666,"ELETRO - BOLETO"
17667,"EMBARCA«√O - N√O LICENCI¡VEL"
17668,"M¡QUINA - N√O LICENCI¡VEL"
17669,"MOTO - LICENCI¡VEL"
17670,"MOTO - N√O LICENCI¡VEL"
17671,REBANHO
17672,SERVI«O
17673,"TRATOR - LICENCI¡VEL"
17674,"TRATOR - N√O LICENCI¡VEL"
17675,"VEÕCULOS PESADOS - LICENCI¡VEL"
22042,"FVC - FICHA DE VERIFICA«√O"
17676,"AERONAVE - N√O LICENCI¡VEL"
17677,"AUTOM”VEL - LICENCI¡VEL"
17678,"ELETRO"
17679,"ELETRO - BOLETO"
17680,"EMBARCA«√O - N√O LICENCI¡VEL"
17681,"M¡QUINA - N√O LICENCI¡VEL"
17682,"MOTO - LICENCI¡VEL"
17683,"MOTO - N√O LICENCI¡VEL"
17684,REBANHO
17685,SERVI«O
17686,"TRATOR - LICENCI¡VEL"
17687,"TRATOR - N√O LICENCI¡VEL"
17688,"VEÕCULOS PESADOS - LICENCI¡VEL"
22043,"FVC - FICHA DE VERIFICA«√O"
17689,"AERONAVE - N√O LICENCI¡VEL"
17690,"AUTOM”VEL - LICENCI¡VEL"
17691,"ELETRO"
17692,"ELETRO - BOLETO"
17693,"EMBARCA«√O - N√O LICENCI¡VEL"
17694,"M¡QUINA - N√O LICENCI¡VEL"
17695,"MOTO - LICENCI¡VEL"
17696,"MOTO - N√O LICENCI¡VEL"
17697,REBANHO
17698,SERVI«O
17700,"TRATOR - LICENCI¡VEL"
17724,"TRATOR - N√O LICENCI¡VEL"
17725,"VEÕCULOS PESADOS - LICENCI¡VEL"
22044,"FVC - FICHA DE VERIFICA«√O"
17726,"AERONAVE - N√O LICENCI¡VEL"
17727,"AUTOM”VEL - LICENCI¡VEL"
17728,"ELETRO"
17729,"ELETRO - BOLETO"
17730,"EMBARCA«√O - N√O LICENCI¡VEL"
17731,"M¡QUINA - N√O LICENCI¡VEL"
17732,"MOTO - LICENCI¡VEL"
17733,"MOTO - N√O LICENCI¡VEL"
17734,REBANHO
17735,SERVI«O
17736,"TRATOR - LICENCI¡VEL"
17737,"TRATOR - N√O LICENCI¡VEL"
17738,"VEÕCULOS PESADOS - LICENCI¡VEL"
17739,"AERONAVE - N√O LICENCI¡VEL"
17740,"AUTOM”VEL - LICENCI¡VEL"
17741,"ELETRO"
17742,"ELETRO - BOLETO"
17743,"EMBARCA«√O - N√O LICENCI¡VEL"
17744,"M¡QUINA - N√O LICENCI¡VEL"
17745,"MOTO - LICENCI¡VEL"
17746,"MOTO - N√O LICENCI¡VEL"
17747,REBANHO
17748,SERVI«O
17749,"TRATOR - LICENCI¡VEL"
17750,"TRATOR - N√O LICENCI¡VEL"
17751,"VEÕCULOS PESADOS - LICENCI¡VEL"
17752,"AERONAVE - N√O LICENCI¡VEL"
17753,"AUTOM”VEL - LICENCI¡VEL"
17754,"ELETRO"
17755,"ELETRO - BOLETO"
17756,"EMBARCA«√O - N√O LICENCI¡VEL"
17757,"M¡QUINA - N√O LICENCI¡VEL"
17758,"MOTO - LICENCI¡VEL"
17759,"MOTO - N√O LICENCI¡VEL"
17760,REBANHO
17761,SERVI«O
17762,"TRATOR - LICENCI¡VEL"
17763,"TRATOR - N√O LICENCI¡VEL"
17764,"VEÕCULOS PESADOS - LICENCI¡VEL"
17765,"AERONAVE - N√O LICENCI¡VEL"
17766,"AUTOM”VEL - LICENCI¡VEL"
17767,"ELETRO"
17768,"ELETRO - BOLETO"
17769,"EMBARCA«√O - N√O LICENCI¡VEL"
17770,"M¡QUINA - N√O LICENCI¡VEL"
17771,"MOTO - LICENCI¡VEL"
17772,"MOTO - N√O LICENCI¡VEL"
17773,REBANHO
17774,SERVI«O
17775,"TRATOR - LICENCI¡VEL"
17776,"TRATOR - N√O LICENCI¡VEL"
17777,"VEÕCULOS PESADOS - LICENCI¡VEL"
17778,"AERONAVE - N√O LICENCI¡VEL"
17779,"AUTOM”VEL - LICENCI¡VEL"
17780,"ELETRO"
17781,"ELETRO - BOLETO"
17782,"EMBARCA«√O - N√O LICENCI¡VEL"
17783,"M¡QUINA - N√O LICENCI¡VEL"
17784,"MOTO - LICENCI¡VEL"
17785,"MOTO - N√O LICENCI¡VEL"
17786,REBANHO
17787,SERVI«O
17788,"TRATOR - LICENCI¡VEL"
17789,"TRATOR - N√O LICENCI¡VEL"
17790,"VEÕCULOS PESADOS - LICENCI¡VEL"
17791,"AERONAVE - N√O LICENCI¡VEL"
17792,"AUTOM”VEL - LICENCI¡VEL"
17793,"ELETRO"
17794,"ELETRO - BOLETO"
17795,"EMBARCA«√O - N√O LICENCI¡VEL"
17796,"M¡QUINA - N√O LICENCI¡VEL"
17797,"MOTO - LICENCI¡VEL"
17798,"MOTO - N√O LICENCI¡VEL"
17799,REBANHO
17800,SERVI«O
17801,"TRATOR - LICENCI¡VEL"
17802,"TRATOR - N√O LICENCI¡VEL"
17803,"VEÕCULOS PESADOS - LICENCI¡VEL"
17804,CONCILIA«√O
17805,AUTOPAG
21108,"CONS”RCIO PF FLUXO UNICO"
21109,"CONSORCIO PF FLUXO FASEADO"
21110,"CONS”RCIO SUBSTITUI«√O DE GARANTIA"
21111,"CONS”RCIO IM”VEL RURAL"
21112,"CONS”RCIO AQUISI«√O PJ"
21113,"CONS”RCIO MAIS DE UMA CARTA DE CR…DITO"
21114,"CONS”RCIO CONSTRU«√O - REFORMA"
21115,"CONSORCIO - INTERVENIENTE QUITANTE"
21116,"CONSORCIO - QUITACAO DE FINANCIAMENTO"
21117,"CONSORCIO - RESSARCIMENTO"
22047,"FVC - FICHA DE VERIFICA«√O"
22131," CANCELAMENTO RESERVA CARTA DE CR…DITO"
21816,"ELETRO - BOLETO"
21817,ELETRO
21818,REBANHO
21819,SERVI«O
21820,"AUTOM”VEL - LICENCI¡VEL"
21821,"MOTO - LICENCI¡VEL"
21822,"MOTO - N√O LICENCI¡VEL"
21823,"VEÕCULOS PESADOS - LICENCI¡VEL"
21824,"TRATOR - N√O LICENCI¡VEL"
21825,"TRATOR - LICENCI¡VEL"
21826,"AERONAVE - N√O LICENCI¡VEL"
21827,"EMBARCA«√O - N√O LICENCI¡VEL"
21828,"M¡QUINA - N√O LICENCI¡VEL"
21803,"ELETRO - BOLETO"
21804,ELETRO
21805,REBANHO
21806,SERVI«O
21807,"AUTOM”VEL - LICENCI¡VEL"
21808,"MOTO - LICENCI¡VEL"
21809,"MOTO - N√O LICENCI¡VEL"
21810,"VEÕCULOS PESADOS - LICENCI¡VEL"
21811,"TRATOR - N√O LICENCI¡VEL"
21812,"TRATOR - LICENCI¡VEL"
21813,"AERONAVE - N√O LICENCI¡VEL"
21814,"EMBARCA«√O - N√O LICENCI¡VEL"
21815,"M¡QUINA - N√O LICENCI¡VEL"
22045,"FVC - FICHA DE VERIFICA«√O"
21829,"ELETRO - BOLETO"
21830,ELETRO
21831,REBANHO
21832,SERVI«O
21833,"AUTOM”VEL - LICENCI¡VEL"
21834,"MOTO - LICENCI¡VEL"
21835,"MOTO - N√O LICENCI¡VEL"
21836,"VEÕCULOS PESADOS - LICENCI¡VEL"
21837,"TRATOR - N√O LICENCI¡VEL"
21838,"TRATOR - LICENCI¡VEL"
21839,"AERONAVE - N√O LICENCI¡VEL"
21840,"EMBARCA«√O - N√O LICENCI¡VEL"
21841,"M¡QUINA - N√O LICENCI¡VEL"
22102,"AERONAVE - N√O LICENCI¡VEL"
22103,"AUTOM”VEL - LICENCI¡VEL"
22104,ELETRO
22105,"ELETRO - BOLETO"
22106,"EMBARCA«√O - N√O LICENCI¡VEL"
22107,"M¡QUINA - N√O LICENCI¡VEL"
22108,"MOTO - LICENCI¡VEL"
22109,"MOTO - N√O LICENCI¡VEL"
22110,REBANHO
22111,SERVI«O
22112,"TRATOR - LICENCI¡VEL"
22113,"TRATOR - N√O LICENCI¡VEL"
22114,"VEÕCULOS PESADOS - LICENCI¡VEL"
22115,"AERONAVE - N√O LICENCI¡VEL"
22116,"AUTOM”VEL - LICENCI¡VEL"
22117,ELETRO
22118,"ELETRO - BOLETO"
22119,"EMBARCA«√O - N√O LICENCI¡VEL"
22120,"M¡QUINA - N√O LICENCI¡VEL"
22121,"MOTO - LICENCI¡VEL"
22122,"MOTO - N√O LICENCI¡VEL"
22123,REBANHO
22124,SERVI«O
22125,"TRATOR - LICENCI¡VEL"
22126,"TRATOR - N√O LICENCI¡VEL"
22127,"VEÕCULOS PESADOS - LICENCI¡VEL"
23553,"PAGAMENTO APP"
22248,"AERONAVE - N√O LICENCI¡VEL"
22249,"AUTOM”VEL - LICENCI¡VEL"
22250,ELETRO
22251,"ELETRO - BOLETO"
22252,"EMBARCA«√O - N√O LICENCI¡VEL"
22253,"M¡QUINA - N√O LICENCI¡VEL"
22254,"MOTO - LICENCI¡VEL"
22255,"MOTO - N√O LICENCI¡VEL"
22256,REBANHO
22257,SERVI«O
22258,"TRATOR - LICENCI¡VEL"
22259,"TRATOR - N√O LICENCI¡VEL"
22260,"VEÕCULOS PESADOS - LICENCI¡VEL"
22261,"FVC - FICHA DE VERIFICA«√O"
13958,"CONFORMIDADE REB"
13998,"PAGAMENTO ANTECIPADO"
23697,IMPORTA«√O
23698,EXPORTA«√O
23909,"IMPORTA«√O ATACADO"
23910,"EXPORTA«√O ATACADO"
14008,"ATUALIZAR CADASTRO BANQUEIRO"
14009,"NOVO REGISTRO CADASTRO BANQUEIRO"
23102,"ATUALIZAR CADASTRO BANQUEIRO"
23103,"NOVO REGISTRO CADASTRO BANQUEIRO"
14010,"BBGC - CODEX DI¡RIO"
14173,"BBCIH - CODEX DI¡RIO"
14011,"ENVIAR BALAN«O MENSAL ¿ COGER"
14139,"ANEXO 3 - PREPARAR E ENVIAR"
14140,"ANEXO 4 - PREPARAR E ENVIAR"
14141,"ANEXO 5 - PREPARAR E ENVIAR"
14142,"ANEXO 6 - PREPARAR E ENVIAR"
14143,"CONCILIA«√O DAS OPERA«’ES DE PARTICIPATION"
14144,"DOC 4.80"
14145,"ANEXO 8 - PREPARAR E ENVIAR"
14146,"ANEXO 10 - PREPARAR E ENVIAR"
14147,"DOC 4.60"
14148,"CONTROLE DE CAPTA«√O"
14149,"DOC 5.10"
14150,"DOC 5.50"
14151,"DOC 5.60"
14152,"DOC 5.120"
14153,"DOC 5.130"
14154,"DOC 7.120"
14155,"CERTIFICA«√O EM CASCATA"
14158,"ANEXO 9 - PREPARAR E ENVIAR"
14159,"PREPARAR E POSTAR A ELIMINA«√O NA BDD"
14194,"EVIDENCIAR ALTERA«’ES MENSAL E FORMATAR INTERMED."
14174,"ENVIAR BALAN«O MENSAL ¿ COGER"
14175,"ANEXO 3 - PREPARAR E ENVIAR"
14176,"ANEXO 4 - PREPARAR E ENVIAR"
14177,"ANEXO 5 - PREPARAR E ENVIAR"
14178,"ANEXO 6 - PREPARAR E ENVIAR"
14179,"CONCILIA«√O DAS OPERA«’ES DE PARTICIPATION"
14180,"DOC 4.80"
14181,"ANEXO 8 - PREPARAR E ENVIAR"
14182,"ANEXO 10 - PREPARAR E ENVIAR"
14183,"DOC 4.60"
14184,"CONTROLE DE CAPTA«√O"
14185,"DOC 5.10"
14186,"DOC 5.50"
14187,"DOC 5.60"
14188,"DOC 5.120"
14189,"DOC 5.130"
14190,"DOC 7.120"
14191,"CERTIFICA«√O EM CASCATA"
14192,"ANEXO 9 - PREPARAR E ENVIAR"
14193,"PREPARAR E POSTAR A ELIMINA«√O NA BDD"
14195,"EVIDENCIAR ALTERA«’ES MENSAL E FORMATAR INTERMED."
14201,EXTRATOS
14014,"FALSIDADE IDEOL”GICA"
14081,INDEVIDO
14082,FRAUDE
14083,PESQUISA
14084,INDEVIDO
14085,FRAUDE
14086,LIMINAR
14087,PESQUISA
22982,GLB
22983,CONTINGENCIA
22987,"TRIAGEM CAIXA EMAIL E CORREIO"
14094,INDEVIDO
14095,FRAUDE
14096,PESQUISA
14097,INDEVIDO
14098,FRAUDE
14099,LIMINAR
14100,PESQUISA
22986,"TRIAGEM CAIXA EMAIL E CORREIO"
22984,GLB
22985,CONTINGENCIA
14101,INDEVIDO
14102,FRAUDE
14103,PESQUISA
14104,INDEVIDO
14105,FRAUDE
14106,LIMINAR
14107,PESQUISA
22980,ATENDIMENTO
22981,"PIX (GRAFANA/MONITORA)"
23701,"RONDA DI¡RIA"
23702,"DEMANDA BACEN"
23703,"RELAT”RIO MENSAL IN 32"
23704,"CONSOLIDA«√O DE DADOS DO ANS"
23705,"DIVULGA«√O IQA"
23706,"REPORTE SEMANAL"
14113,AGRONEG”CIOS
14114,"RENEGOCIA«√O PF/PJ"
14115,JUDICIAIS
14116,"PESSOA FÕSICA"
14117,"PESSOA JURÕDICA"
14118,SERVI«OS
14281,TAA
14282,"NUMERARIO \ TAA \ COMPENSACAO"
14283,"CAIXA (TCX)"
14119,AGRONEG”CIOS
14120,"CR…DITO IMOBILI¡RIO"
14121,"PESSOA FÕSICA"
14122,"PESSOA JURÕDICA"
14225,PRODUCAO
14137,"C¬MBIO"
14160,"ACOMPANHAR OS INDICADORES DE LIQUIDEZ DE BASIL…IA"
14161,"QPR - RELATORIO P/ INFORMACAO AO REGULADOR"
14162,"LBS - RELATORIO P/ INFORMACAO AO REGULADOR"
14163,"CPIS - RELATORIO P/ INFORMA«√O AO REGULADOR"
14164,"CFR - RELATORIO P/ INFORMA«√O AO REGULADOR TRIMES"
16919,"CFR - RELATORIO P/ INFORMA«√O AO REGULADOR (DIA)"
14165,"BB CONTA UNIVERSITARIA"
14166,"CONTA CORRENTE ESTILO"
14167,"CONTA CORRENTE PF CLASSIC"
14168,"CONTA CORRENTE PF COMUM"
14169,"CONTA CORRENTE PF OURO"
14170,"CONTA CORRENTE PF OURO EXECUTIVO"
14171,"CONTA CORRENTE PRIVATE"
14172,"DEMAIS CONTAS"
14238,"ACOMP. OPERA«’ES CR…DITO GARANTIA E PARTICIPATION"
14240,"ACOMP. OPERA«’ES COM TÕTULOS E VALORES MOBILI¡RIOS"
14244,"CONTROLAR E ACOMPANHAR AS OPERA«’ES DE CAPTA«√O"
14245,"ACOMP. OPERA«’ES DE TIME DEPOSIT E DEPOSIT ¿ PRAZO"
14248,"ACOMP. OPERA«’ES CREDIT LINE - RESOLU«√O 3844"
14249,"CONTABILIZAR DESPESAS DE ESCRIT”RIO (SCOTIABANK)"
14250,"ACOMP. CONTAS TRANSIT”RIAS - DESPESA ANTECIPADA"
14252,"CREDOR DEVEDOR DIVERSOS E PROVIS√O E DESPESA ANT."
14254,"ACOMP. CONTAS TRANSIT”RIAS - CREDORES E DEVEDORES"
14256,"ACOMP. OPERA«’ES DE FUTURO DE TÕTULOS"
14257,"CONTABILIZAR INV. M…TODO EQUIVALENCIA PATRIMONIAL"
14259,"CONTROLAR E ACOMPANHAR AS OPERA«’ES EM PREJUÕZO"
16383,"CONTROLAR E ACOMPANHAR AS OPERA«’ES DE DERIVATIVOS"
16392,"CONTROLE E ACOMP. OPER. EMISS√O (TÕTULOS EMITIDOS)"
14239,"ACOMP. OPERA«’ES CR…DITO GARANTIA E PARTICIPATION"
14241,"ACOMP. OPERA«’ES COM TÕTULOS E VALORES MOBILI¡RIOS"
14242,"CONTROLAR E ACOMPANHAR AS OPERA«’ES DE DERIVATIVOS"
14246,"ACOMP. OPERA«’ES DE TIME DEPOSIT E DEPOSIT ¿ PRAZO"
14251,"ACOMP. CONTAS TRANSIT”RIAS - DESPESA ANTECIPADA"
14253,"CREDOR DEVEDOR DIVERSOS E PROVIS√O E DESPESA ANT."
14255,"ACOMP. CONTAS TRANSIT”RIAS - CREDORES E DEVEDORES"
14258,"CONTABILIZAR INV. M…TODO EQUIVALENCIA PATRIMONIAL"
14260,"CONTROLAR E ACOMPANHAR AS OPERA«’ES EM PREJUÕZO"
23765,"AFERI«√O LAN«AMENTOS RUBRICA CONTABIL P/ AJUSTE OP"
23766,"INSCRI«√O IMPACTO BALANCETE LAN«. CONTABIL MANUAL"
23767,"EMBASAR REGISTRO FORA FLUXO E AUTENTICAR OP BALAN."
23768,"VALIDADE E DISPONIB. DOCS"
23769,"EMISSAO PARECER OP. E RUBRICAS ATENDENDO DEMANDAS"
23770,"ROBUSTECER RUBRICAS"
14247,INVENTARIO
23506,"TEIMOSINHA - TAXAS SEMESTRAIS"
14278,"ORDEM DE TRANSFER NCIA DE A«’ES ESCRITURAIS"
16562,ASSESSORIA
14327,"PEDIDO DE COTA«√O"
14468,INVENT¡RIO
14469,"CONCILIA«√O CETIP/B3"
14470,"CONCILIA«√O CETIP/B3"
14471,"COBRAN«A DE TARIFAS SERVI«O DE CUST”DIA"
16526,ESTORNO
14474,"PEDIDO DE COTA«√O"
14473,"PEDIDO DE COTA«√O"
14475,"PEDIDO DE COTA«√O"
14503,"CONCILIA«√O DRIVE X GFI"
14504,INÕCIO
16470,ENCERRAMENTO
14506,"DESCRITIVOS DE PAGAMENTOS"
16471,"FATURAS BBDTVM"
16472,"REPASSE GERENCIAL"
16473,"RELAT”RIO TRIBUTOS COGER"
16474,INADIMPL NCIA
16475,"INFORMA«’ES DIVERSAS"
21126,"DISPONIBILIZA«√O DE RECIBO"
21680,"SALDO FICS/ GFI/ BRASILPREV"
14546,"EXTRATO MENSAL COM A POSI«√O DOS CLIENTES NA SELIC"
16425,"RENDA VARI¡VEL"
16426,"RENDA FIXA"
16427,"TESOURO DIRETO"
16428,ASSESSORIA
22280,"TEIMOSINHA TESOURO DIRETO"
16441,REAJUSTE
16442,ATUALIZA«√O
17059,ABERTURA
17060,ALTERA«√O
17061,ENCERRAMENTO
17071,"ARQUIVO POSI«√O QUINZENAL DOS CLIENTES NA CETIP"
17072,"ATUALIZA«√O CADASTRAL NAS CONTAS B3"
17073,"PU 238 E PU 550"
17872,"ADM/GEST/CONSULT (MENSAL)"
